model_name,accuracy,precision,recall,f1,roc_auc
logistic_regression,0.7352732434350603,0.5008488964346349,0.7887700534759359,0.612668743509865,0.8411687204526079
random_forest,0.759403832505323,0.5324675324675324,0.767379679144385,0.628696604600219,0.8427432896742361
